Created Date,Cut Off At,Fakultas Text,Fakultas Tujuan Text,Id,Jenis Program Text,Jenjang,Jk,Nama Mhs,Negara Tujuan Text,Nim,Prodi Text,Tgl Mulai,Tgl Selesai,Tipe Text,Univ Tujuan Text,Verified
2018-09-10 07:44:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Gigi,Faculty of Dentistry,10938,,Profesi,,Yochebed Wayan Utari Ramadhini ,Japan,0430490216,PENDIDIKAN PROFESI DOKTER GIGI,2018-03-27,2018-04-02,PT,Hiroshima University,Ya
2021-11-03 13:48:00.000,2023-07-31 11:48:43.5926,Fakultas Farmasi,Farmasi,14827,Exchange Program,Profesi,,Arya Shangrina K Palupi ,Switzerland,0431780520,PENDIDIKAN PROFESI APOTEKER,2021-04-28,2021-04-28,PT,World Health Organization (WHO),Ya
2019-10-04 15:12:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,ekonomi,12791,,S1,,Kenneth Hariani Rizky Septiyanti ,Taiwan,0331780417,MANAJEMEN,2019-10-12,2019-10-18,PT,Chinese Culture University,Ya
2018-09-22 15:32:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Economic,11131,,S1,,Kenneth Hariani Rizky Septiyanti ,Singapore,0331780417,MANAJEMEN,2018-10-14,2018-10-17,PT,"National University of Singapore, Namyang Technological University, Port Authority of Singapore, Port of Tanjung Pelepas - Johor, Google Singapore",Ya
2019-04-24 09:26:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Ekonomi,12380,,S1,,Qatrunnada Kristinawati Febiola Usuman ,Germany,0332590415,AKUNTANSI,2019-02-26,2019-03-04,PT,FRANKFURT JERMAN,Ya
2019-04-24 09:48:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Ekonomi,12381,,S1,,Qatrunnada Kristinawati Febiola Usuman ,Singapore,0332590415,AKUNTANSI,2019-02-14,2019-02-18,PT,Nanyang Technological University,Ya
2019-06-15 14:24:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Ekonomi,12382,,S1,,Qatrunnada Kristinawati Febiola Usuman ,Singapore,0332590415,AKUNTANSI,2019-05-22,2019-05-24,PT,Town Hall Link Jurong Hotel,Ya
2019-03-12 11:00:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,-,11484,,S1,,Qatrunnada Kristinawati Febiola Usuman ,Singapore,0332590415,AKUNTANSI,2019-02-15,2019-02-17,PT,Nanyang Technological University,Ya
2019-03-12 11:11:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,-,11485,,S1,,Qatrunnada Kristinawati Febiola Usuman ,Germany,0332590415,AKUNTANSI,2019-02-28,2019-03-03,PT,Goethe-University Frankfurt am Main,Ya
2019-03-12 11:21:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,-,11486,,S1,,Qatrunnada Kristinawati Febiola Usuman ,Germany,0332590415,AKUNTANSI,2019-02-28,2019-03-03,PT,Goethe-University Frankfurt am Main,Ya
2021-10-30 15:00:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Department of Shariah & Economics,15197,Exchange Program,S1,,Muwaffaq Regina Hidayanti William ,Malaysia,0331090420,EKONOMI ISLAM,2021-10-01,2021-10-31,PT,Academy of Islamic Studies,Ya
2021-11-03 12:26:00.000,2023-07-31 11:48:43.5926,Fakultas Farmasi,Farmasi,14939,Exchange Program,Profesi,,ALIFYA Howuk Aji Wuri ,Switzerland,0430790520,PENDIDIKAN PROFESI APOTEKER,2021-04-28,2021-04-28,PT,World Health Organization (WHO),Ya
2021-11-03 16:24:00.000,2023-07-31 11:48:43.5926,Fakultas Farmasi,Farmasi,14840,Exchange Program,Profesi,,Nina Sharma Raharjo Sani ,Malaysia,0430100520,PENDIDIKAN PROFESI APOTEKER,2021-09-11,2021-09-11,PT,Fakultas Farmasi University Kebangsaan Malaysia,Ya
2021-11-03 16:22:00.000,2023-07-31 11:48:43.5926,Fakultas Farmasi,Farmasi,14841,Exchange Program,Profesi,,Nina Sharma Raharjo Sani ,Malaysia,0430100520,PENDIDIKAN PROFESI APOTEKER,2021-09-03,2021-09-04,PT,Fakultas Farmasi University Kebangsaan Malaysia,Ya
2019-03-20 16:01:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,Kedokteran,11843,,S1,,Angga Rachmania Margaretha Imaniar ,Thailand,0230060117,KEBIDANAN,2019-01-01,2019-01-31,PT,Mahidol University,Ya
2021-11-03 13:24:00.000,2023-07-31 11:48:43.5926,Fakultas Farmasi,Farmasi,14914,Exchange Program,Profesi,,Fabita Queen JAYANTINI Avedta ,Switzerland,0431520520,PENDIDIKAN PROFESI APOTEKER,2021-04-28,2021-04-28,PT,World Health Organization (WHO),Ya
2019-10-15 10:14:00.000,2023-07-31 11:48:43.5926,Fakultas Hukum,LAW,12935,,S1,,Meli Mauradiva Setyawan Hutahaean ,Malaysia,0330330317,ILMU HUKUM,2019-11-27,2019-12-01,PT,Universiti Teknologi MARA (UiTM),Ya
2019-07-09 18:44:00.000,2023-07-31 11:48:43.5926,Fakultas Sains dan Teknologi,Malaysia,13073,,S1,,Lusia Suhartini Zantyka HADIPUTRA ,Malaysia,0330130816,SISTEM INFORMASI,2019-04-29,2019-04-30,PT,Universiti Teknologi Malaysia,Ya
2022-04-12 11:14:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,52nd APACPH International Conference,15593,Conference/Seminar Workshop,S3,,Btari Fiska Farida Royyan ,Indonesia,1873061019,KESEHATAN MASYARAKAT,2021-10-27,2021-10-28,PT,52nd APACPH International Conference,Ya
2017-08-18 09:06:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,-,9682,,S1,,Ayuning Fitriyah Rizaldy Wardianingsih ,Malaysia,0330970413,EKONOMI ISLAM,2017-02-04,2017-02-09,PT,Youth Excursion 2017,Ya
2019-04-25 15:31:00.000,2023-07-31 11:48:43.5926,Fakultas Vokasi,University of Malaya,11819,,D3,,Rodhiyah Kristiani Wahyuning Ramadhani ,Malaysia,1130161518,OTOMASI SISTEM INSTRUMENTASI,2019-04-21,2019-04-23,PT,Overseas Student Exchange Programs,Ya
2019-12-16 11:54:00.000,2023-07-31 11:48:43.5926,Fakultas Keperawatan,Fakulti perubatan,13426,Exchange Program,S3,,Elisabeth Richard Ilham Kosuma ,Malaysia,1730121318,KEPERAWATAN,2019-11-03,2019-11-15,PT,University of Malaya,Ya
2018-10-24 09:02:00.000,2023-07-31 11:48:43.5926,Fakultas Vokasi,"Universiti Kebangsaan Malaysia (UKM), Malaysia",11166,,D3,,"Anggita Rizkhika AGUSNI, Has ",Malaysia,1130241516,FISIOTERAPI,2018-09-16,2018-10-16,PT,Universiti Kebangsaan Malaysia (UKM),Ya
2020-12-22 10:13:00.000,2023-07-31 11:48:43.5926,Fakultas Vokasi,-,13576,Exchange Program,D3,,Dante MARS Wicaksana AGITA ,Taiwan,1130421517,AKUNTANSI,2020-09-21,2021-01-23,FT,Asia University,Ya
2021-03-26 07:00:00.000,2023-07-31 11:48:43.5926,Fakultas Vokasi,College of Management,14806,Internship,D3,,Dante MARS Wicaksana AGITA ,Taiwan,1130421517,AKUNTANSI,2021-01-24,2021-06-30,FT,Asia University,Ya
2018-09-10 15:28:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Ekonomi,11655,,S1,,Sena Triston Cahyaningtiyas Iman ,Malaysia,0330820415,MANAJEMEN,2018-08-28,2018-09-01,PT,"Universiti Kebangsaan Malaysia, Malaysian Global Innovation and Creativity Centre, Qiscus",Ya
2017-12-04 10:29:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,,10544,,S1,,RHENA Hamidah SULISTINA Br ,Singapore,1330401015,KESEHATAN MASYARAKAT,2017-03-29,2017-03-30,PT,World Academy Of Science Engineering and Technology,Ya
2022-12-06 15:16:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Gigi,Fakultas Kedokteran Gigi,8626,Conference/Seminar Workshop,S1,,Yuliana Ruhun Prinendia Safura ,Indonesia,0331850219,KEDOKTERAN GIGI,2022-09-30,2022-10-02,PT,Universitas Airlangga,Ya
2019-07-12 09:37:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,faculty of Medicine,12528,,S2,,Mifta Sofyan FARHAN M ,Malaysia,1530681018,ADMINISTRASI DAN KEBIJAKAN KESEHATAN,2019-04-07,2019-04-12,PT,University of Malaya,Ya
2018-12-19 11:38:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Hewan,Veterinary medicine,11372,,S1,,Tezsa Suradi Fitrananda Khotijah ,Malaysia,0331320616,KEDOKTERAN HEWAN,2018-11-23,2018-11-24,PT,Universiti Putra Malaysia,Ya
2017-10-05 14:13:00.000,2023-07-31 11:48:43.5926,Fakultas Sains dan Teknologi,Taiwan of Science and tecnology,10189,,S2,,CHRISTIN Arifin Irawan Faradisha ,Taiwan,0530090816,KIMIA,2016-11-09,2016-11-16,PT,National Taiwan University of Science and Technology (Taiwan Tech),Ya
2017-11-27 14:32:00.000,2023-07-31 11:48:43.5926,Fakultas Sains dan Teknologi,Faculty of Science,10911,,S2,,CHRISTIN Arifin Irawan Faradisha ,Thailand,0530090816,KIMIA,2017-07-19,2017-07-22,PT,Chulalongkorn University,Ya
2017-11-27 11:21:00.000,2023-07-31 11:48:43.5926,Fakultas Sains dan Teknologi,Faculty of chemical and energy engineering,10912,,S2,,CHRISTIN Arifin Irawan Faradisha ,Malaysia,0530090816,KIMIA,2017-11-27,2017-11-27,PT,Universiti Teknologi Malaysia,Ya
2022-12-07 14:36:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Gigi,Fakultas Kedokteran Gigi,8761,Conference/Seminar Workshop,Profesi,,Hayuning Rosyidah Pravita Insani ,Indonesia,0431500221,PENDIDIKAN PROFESI DOKTER GIGI,2022-09-30,2022-10-02,PT,Universitas Airlangga,Ya
2021-09-16 14:14:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,kedokteran,14314,Conference/Seminar Workshop,S2,,Shavira Nauval Praptono Cahayani ,Japan,0530050119,ILMU KEDOKTERAN DASAR,2021-06-02,2021-06-06,PT,Oita University,Ya
2021-10-17 12:08:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Gigi,Craniofacial Australia,14282,Exchange Program,Spesialis,,Wanda Wina Nuswantara Geraldus ,Australia,0663100219,ORTODONSIA,2021-06-17,2021-06-17,PT,Craniofacial Australia,Ya
2016-09-01 15:32:00.000,2023-07-31 11:48:43.5926,Fakultas Perikanan dan Kelautan,Universiti Putra Malaysia,9440,,S1,,LOUIS DINIYAH Bintarto Nuriyazizah ,Malaysia,1330131412,AKUAKULTUR,2014-05-08,2014-06-24,PT,Universiti Putra Malaysia,Ya
2019-10-04 12:24:00.000,2023-07-31 11:48:43.5926,Fakultas Keperawatan,Fakulti Perubatan,12618,Exchange Program,S1,,Nando Luqyana Gunawan Limantara ,Malaysia,1330601318,KEPERAWATAN,2019-10-07,2019-10-17,PT,Universiti Malaya,Ya
2019-09-24 14:24:00.000,2023-07-31 11:48:43.5926,Sekolah Pascasarjana,"School of Management, School of Social Science, School of Humanities",12555,,S2,,Taufiq Miftakhul Jauhari MUHARRAM ,Malaysia,0530150918,PENGEMBANGAN SUMBER DAYA MANUSIA,2019-09-08,2019-12-08,FT,Universiti Sains Malaysia,Ya
2022-10-19 22:13:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Hewan,veterinary medicine,8537,Participation in Consortium,S3,,SUSI Luh Tomahuw RAHMANI ,Japan,0173050621,SAINS VETERINER,2022-02-03,2022-02-04,PT,Yamaguchi University,Ya
2019-10-15 09:03:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,ekonomi,12961,,S1,,Marhaeni Riezky Masbuchin Ardana ,Malaysia,0332160416,AKUNTANSI,2019-10-23,2019-10-27,PT,Universiti Tunku Abdul Rahman,Ya
2019-06-14 10:48:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Hewan,Veterinary Science,11867,,S1,,Zhazha Prameswari Nathania Calisha ,Thailand,0332540617,KEDOKTERAN HEWAN,2019-07-01,2019-07-18,PT,Khon Kaen University,Ya
2022-05-18 16:23:00.000,2023-07-31 11:48:43.5926,Fakultas Psikologi,Osaka University Short Spring Exchange Programme,15666,Short Program,S1,,Rizqy ERIESTANTIA SATOTO HERU ,Japan,1330511117,PSIKOLOGI,2021-04-01,2021-08-01,FT,Osaka University,Ya
2019-04-02 22:36:00.000,2023-07-31 11:48:43.5926,Fakultas Psikologi,College of Arts and Science,11988,,S1,,Rizqy ERIESTANTIA SATOTO HERU ,Malaysia,1330511117,PSIKOLOGI,2019-02-23,2019-06-27,FT,Universiti Utara Malaysia,Ya
2019-06-14 14:43:00.000,2023-07-31 11:48:43.5926,Fakultas Psikologi,World Study Abroad 2018,11989,,S1,,Rizqy ERIESTANTIA SATOTO HERU ,New Zealand,1330511117,PSIKOLOGI,2018-08-07,2018-08-12,PT,World Study Abroad 2018,Ya
2022-10-20 07:54:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Hewan,veterinary medicine,8599,Conference/Seminar Workshop,S1,,Adrianto Bregassiwi Pinasti Gina ,Japan,0331490619,KEDOKTERAN HEWAN,2022-02-19,2022-02-20,PT,Yamaguchi University,Ya
2022-06-22 05:17:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Hewan,-,9032,Exchange Program,S1,,Adrianto Bregassiwi Pinasti Gina ,Netherlands,0331490619,KEDOKTERAN HEWAN,2022-02-19,2022-02-27,PT,International Veterinary Student Association (IVSA),Ya
2022-06-23 09:36:00.000,2023-07-31 11:48:43.5926,Fakultas Perikanan dan Kelautan,Institute of Tropical Aquaculture and Fisheries,9019,Internship,S1,,Mufidah Mumtazi RANGSANG R ,Malaysia,1330961420,TEKNOLOGI HASIL PERIKANAN,2022-08-01,2023-01-01,FT,Universiti Malaysia Terengganu,Ya
2019-07-11 13:54:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,Asia Student Summit,13129,,S1,,MAHSA Vivia Fahrudin Maaziral ,"Korea, North",1330391016,GIZI,2019-07-08,2019-07-12,PT,Universitas Indonesia,Ya
2018-09-21 14:17:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,Encouraging Talented Young Leaders For a Better Development of the Country,11386,,S1,,MAHSA Vivia Fahrudin Maaziral ,"Korea, South",1330391016,GIZI,2018-07-08,2018-07-12,PT,Universitas Indonesia,Ya
2021-10-29 18:17:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Academy of Islamic Studies,15409,Exchange Program,S1,,Miftakhul Fadlilatul Adi Hafidloh ,Malaysia,0330550419,EKONOMI ISLAM,2021-10-01,2021-10-31,PT,Universiti Malaya,Ya
2017-06-02 11:15:00.000,2023-07-31 11:48:43.5926,Fakultas Hukum,Law,9195,,S1,,Meidiana YASFI Awfia JOSMA ,Romania,0310840314,ILMU HUKUM,2017-02-27,2017-07-27,FT,University Lucian Blaga of Sibiu,Ya
2017-08-16 13:00:00.000,2023-07-31 11:48:43.5926,Fakultas Hukum,Erasmus+ Partner Countries study mobility,9878,,S1,,Meidiana YASFI Awfia JOSMA ,Romania,0310840314,ILMU HUKUM,2017-02-27,2017-07-27,FT,University Lucian Blaga of Sibiu,Ya
2017-08-22 09:29:00.000,2023-07-31 11:48:43.5926,Fakultas Hukum,law,9879,,S1,,Meidiana YASFI Awfia JOSMA ,Romania,0310840314,ILMU HUKUM,2017-02-22,2017-07-27,FT,Erasmus University,Ya
2018-05-16 01:59:00.000,2023-07-31 11:48:43.5926,Fakultas Hukum,FH,10408,,S1,,Meidiana YASFI Awfia JOSMA ,United States,0310840314,ILMU HUKUM,2018-04-01,2018-04-07,PT,White & Case International Rounds of the 59th Phillip C. Jessup International Law Moot Court Competition,Ya
2018-11-21 14:26:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Budaya,-,11679,,S1,,Richard Febrian Asdhar Permadi ,Japan,1330431213,STUDI KEJEPANGAN,2017-04-01,2018-03-31,FT,Shizuoka University of Art and Culture,Ya
2021-10-29 16:26:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Academy of Islamic Studies,14044,Exchange Program,S1,,Asha KUSUMAWARDANI Fanany Waluyo ,Malaysia,0332280421,EKONOMI ISLAM,2021-10-01,2021-10-31,PT,Universiti Malaya,Ya
2016-06-16 11:09:00.000,2023-07-31 11:48:43.5926,Fakultas Kesehatan Masyarakat,-,9466,,S1,,Erika HIKMAH Distiawan Rizqullah ,Singapore,1330101013,KESEHATAN MASYARAKAT,2016-05-25,2016-05-26,PT,-,Ya
2018-09-10 16:01:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Nakhon Sawan,11433,,S1,,SURYANTO Cahyati Oktavianti BAHYSHIDQI ,Thailand,0330020416,EKONOMI ISLAM,2018-08-18,2018-09-01,PT,Mahidol University,Ya
2022-06-21 19:11:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Hewan,School of Veterinary Medicine,9030,Exchange Program,S1,,FATIMATUZZAHRA Lusia Af'ida BRAHMANIKANYA ,Japan,0331460619,KEDOKTERAN HEWAN,2022-02-11,2022-02-11,PT,Yamaguchi University,Ya
2019-03-22 08:52:00.000,2023-07-31 11:48:43.5926,Fakultas Farmasi,-,12392,,S1,,Jamila Nofarida Sukmawati Entsanerga ,"Korea, South",0332160515,FARMASI,2019-01-18,2019-01-19,PT,Academic Centre for Dentistry,Ya
2019-03-20 10:30:00.000,2023-07-31 11:48:43.5926,Fakultas Sains dan Teknologi,Hokkaido University Japan,11532,,S1,,JOKO Amaliah Ardafi Mulyani ,Japan,0330610815,TEKNIK BIOMEDIS,2019-03-16,2019-03-16,PT,Hokkaido University,Ya
2022-12-16 13:58:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,kedokteran,8188,Conference/Seminar Workshop,Spesialis,,MARATUN GABBY Zainu ADUT ,Taiwan,0663100118,ILMU ANESTESI,2022-03-08,2022-03-08,PT,China Medical University - UNAIR,Ya
2019-03-20 11:05:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,Kedokteran,12356,,S1,,SOLFA Tsana ROSYADI Fikry ,Taiwan,0331360115,KEDOKTERAN,2019-01-01,2019-01-31,PT,Kaohsiung Medical University,Ya
2017-10-18 11:05:00.000,2023-07-31 11:48:43.5926,Fakultas Farmasi,Farmasi,9681,,S1,,Rofika DM Athallah Widhantie ,Thailand,0331220513,FARMASI,2017-07-26,2017-07-27,PT,Khon Kaen University,Ya
2019-06-14 10:33:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Hewan,Veterinary Science,11862,,S1,,Fitriyanti WIDODO Fiqrianti Ariyani ,Thailand,0332430617,KEDOKTERAN HEWAN,2019-07-01,2019-07-18,PT,Khon Kaen University,Ya
2019-07-10 10:44:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Sosial dan Ilmu Politik,xxx,13189,,S1,,Alina Savitri ANDRE Rugian ,Japan,0330200716,ILMU HUBUNGAN INTERNASIONAL,2019-07-11,2019-07-20,PT,Asean Undergraduate Summit 2019,Ya
2018-05-25 06:56:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Sosial dan Ilmu Politik,xxx,10794,,S1,,Alina Savitri ANDRE Rugian ,Thailand,0330200716,ILMU HUBUNGAN INTERNASIONAL,2018-05-31,2018-05-02,PT,xxx,Ya
2022-12-14 19:39:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,kedokteran,8302,Exchange Program,S1,,Julian Manuela Riana SUKAMAWANDIRA ,Malaysia,0330800119,KEDOKTERAN,2022-06-27,2022-07-22,PT,Management and Science University,Ya
2021-11-03 13:39:00.000,2023-07-31 11:48:43.5926,Fakultas Farmasi,Farmasi,14821,Exchange Program,Profesi,,Gina FADHILAH SIFA YAQIN ,Switzerland,0431720520,PENDIDIKAN PROFESI APOTEKER,2021-04-28,2021-04-28,PT,World Health Organization (WHO),Ya
2019-06-18 13:38:00.000,2023-07-31 11:48:43.5926,Fakultas Psikologi,Psychology,12046,,S1,,AYUNDA BENEDICTA An A'isyah ,Australia,1332101116,PSIKOLOGI,2019-02-25,2020-12-31,FT,Queensland University of Technology,Ya
2022-12-15 14:05:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Gigi,Dentistry,8129,Conference/Seminar Workshop,Spesialis,,Gabriella Vinsa Fauzie Abdurrauf ,India,0363120220,ILMU KONSERVASI GIGI,2022-04-12,2022-08-15,FT,Universitas Indonesia,Ya
2017-10-31 09:06:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Gigi,Faculty Of Dentistry,10226,,Profesi,,Aloysius Agista Masbuchin Salamba ,Japan,0430550215,PENDIDIKAN PROFESI DOKTER GIGI,2017-10-09,2017-10-19,PT,Tohoku University,Ya
2018-09-10 08:15:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Gigi,Faculty of Dentistry,10310,,S1,,Rosyida Amin Adwinda Sindara ,Japan,0310520212,KEDOKTERAN GIGI,2018-04-01,2018-10-01,FT,Hiroshima University,Ya
2018-04-16 03:14:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Gigi,Faculty of Dentistry,10760,,Profesi,,Rakha Irma Weyner SYAQINAH ,Japan,0430550215,PENDIDIKAN PROFESI DOKTER GIGI,2018-04-01,2018-09-30,FT,Hiroshima University,Ya
2019-10-04 12:21:00.000,2023-07-31 11:48:43.5926,Fakultas Keperawatan,Fakulti Perubatan,12954,Exchange Program,S1,,Dzikri Nafiza Manihuruk Rahadiansyah ,Malaysia,1331361316,KEPERAWATAN,2019-10-07,2019-10-17,PT,Universiti Malaya,Ya
2022-12-19 16:08:00.000,2023-07-31 11:48:43.5926,Fakultas Perikanan dan Kelautan,Faculty of Fisheries and Food Science,8216,Conference/Seminar Workshop,S1,,Afra Arsya Fitria Febrine ,Malaysia,1330281420,AKUAKULTUR,2022-03-03,2022-03-03,PT,Universiti Malaysia Terengganu,Ya
2022-04-08 09:57:00.000,2023-07-31 11:48:43.5926,Fakultas Hukum,Faculty of Law,15584,Competition,S1,,MAGHFIRA Azmi Abdillah Dhani ,India,0331760321,ILMU HUKUM,2022-03-25,2022-04-10,PT,ILSA JESSUP,Ya
2023-06-05,2023-07-31 11:48:43.5926,Fakultas Hukum,,15798,Competition,S1,,MAGHFIRA Azmi Abdillah Dhani ,United States,0331760321,ILMU HUKUM,2023-04-08,2023-04-15,PT,the International Law Students Association (ILSA),
2021-11-01 13:01:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,-,15193,Exchange Program,S1,,Yudhistira Cellina Janna Florentina ,Malaysia,0330890420,AKUNTANSI,2021-10-17,2021-10-17,PT,Universiti Malaya,Ya
2019-01-26 13:36:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Ekonomi,11062,,S1,,Fenska Bryan Renantriandani Sofyandi ,Thailand,0332780417,AKUNTANSI,2018-10-16,2018-10-19,PT,Chulalongkorn University,Ya
2021-07-14 11:53:00.000,2023-07-31 11:48:43.5926,Fakultas Hukum,Faculty of law,14158,Conference/Seminar Workshop,S2,,Harriva Diana Faried En ,Malaysia,0530310320,KENOTARIATAN,2021-07-12,2021-07-12,PT,Universiti Teknologi MARA (UiTM),Ya
2019-12-20 14:50:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Budaya,-,13456,Exchange Program,S1,,HAMZAH Jimmy Nurhuda SUDARSONO ,Thailand,1330271218,BAHASA DAN SASTRA INGGRIS,2019-06-24,2019-07-01,PT,Walailak University,Ya
2018-09-22 15:38:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Economic,11112,,S1,,Zaenab Andesita Ningrum Basoeki ,Singapore,0331420417,MANAJEMEN,2018-10-14,2018-10-17,PT,"National University of Singapore, Namyang Technological University, Port Authority of Singapore, Port of Tanjung Pelepas - Johor, Google Singapore",Ya
2019-06-15 14:04:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,kedokteran,11852,,S1,,Rahyl Okta NURIYANTO Putra ,Japan,0332160117,KEDOKTERAN,2019-10-15,2019-09-09,PT,Niigata University,Ya
2019-03-28 09:57:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Hewan,veterinary medicine,12325,,S1,,Abeliasiska Nafisah Nurhadi Debby ,Thailand,0330740616,KEDOKTERAN HEWAN,2018-12-17,2019-01-03,PT,Khon Kaen University,Ya
2018-12-19 08:57:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Hewan,Veterinary medicine,11475,,S1,,Abeliasiska Nafisah Nurhadi Debby ,Thailand,0330740616,KEDOKTERAN HEWAN,2018-12-17,2019-01-03,PT,Khon Kaen University,Ya
2019-12-09 10:17:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Sosial dan Ilmu Politik,xxx,13961,Participation in Consortium,S1,,AHSIN Dianita Lesta ZUHRA ,Colombia,0330280715,ILMU HUBUNGAN INTERNASIONAL,2019-09-01,2019-11-30,FT,Secretary of Development of the Mayor of Bogota Colombia,Ya
2023-01-27 10:04:00.000,2023-07-31 11:48:43.5926,Fakultas Ekonomi dan Bisnis,Mahidol University Nakhon Sawan Campus,7928,Exchange Program,S1,,Nora Apriliano Imaniar Rafiq ,Thailand,0331100420,EKONOMI PEMBANGUNAN,2023-01-25,2023-02-01,PT,Mahidol University,Ya
2022-12-06 14:22:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Gigi,Fakultas Kedokteran Gigi,8629,Conference/Seminar Workshop,S1,,Lovirra LALITA Rofi`ah SHOLEQAH ,Indonesia,0331980219,KEDOKTERAN GIGI,2022-09-30,2022-10-02,PT,Universitas Airlangga,Ya
2022-12-20 09:56:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran,kedokteran,8099,Exchange Program,S1,,Salwa BRILIANDA Olivia Soliman ,Malaysia,0332810119,KEDOKTERAN,2022-10-31,2022-11-11,PT,Universiti Kebangsaan Malaysia (UKM),Ya
2022-11-14 13:59:00.000,2023-07-31 11:48:43.5926,Fakultas Kedokteran Gigi,Fakultas Kedokteran Gigi,8583,Conference/Seminar Workshop,S1,,Caesario Lailia Rindawati Parasi ,Indonesia,0331370220,KEDOKTERAN GIGI,2022-08-24,2022-09-27,PT,Universitas Airlangga,Ya
2019-07-12 09:51:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Sosial dan Ilmu Politik,xxx,12819,,S1,,Wega Ryan Adwinda Aprilia ,Malaysia,0330190717,ILMU HUBUNGAN INTERNASIONAL,2019-07-01,2019-08-12,PT,AIESEC Malaysia Global Volunteering Program,Ya
2020-03-23 14:37:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Sosial dan Ilmu Politik,xxx,13816,Participation in Consortium,S1,,Wega Ryan Adwinda Aprilia ,New Zealand,0330190717,ILMU HUBUNGAN INTERNASIONAL,2020-01-03,2020-02-03,PT,KBRI Welington,Ya
2021-10-07 12:29:00.000,2023-07-31 11:48:43.5926,Fakultas Ilmu Sosial dan Ilmu Politik,xx,14779,Exchange Program,S1,,Wega Ryan Adwinda Aprilia ,"Korea, South",0330190717,ILMU HUBUNGAN INTERNASIONAL,2021-03-04,2021-06-30,FT,Jeonbuk National University,Ya
